Peak Brightness Date/Time (UT),Latitude (deg.),Longitude (deg.),Altitude (km),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt),peak_brightness,year,month,hour,latitude,longitude
1995-10-01 02:42:01,,,,,,,,35000000000.0,0.12,1995-10-01 02:42:01,1995,10,2,0.0,0.0
1995-09-09 07:38:38,,,,,,,,500000000000.0,1.3,1995-09-09 07:38:38,1995,9,7,0.0,0.0
1995-08-24 21:54:35,,,,,,,,120000000000.0,0.36,1995-08-24 21:54:35,1995,8,21,0.0,0.0
1995-08-17 16:39:02,,,,,,,,160000000000.0,0.46,1995-08-17 16:39:02,1995,8,16,0.0,0.0
1995-08-06 04:38:09,,,,,,,,55000000000.0,0.18,1995-08-06 04:38:09,1995,8,4,0.0,0.0
1995-08-05 17:14:10,11.6N,104.3W,,,,,,200000000000.0,0.56,1995-08-05 17:14:10,1995,8,17,11.6,-104.3
1995-07-11 18:38:41,28.5S,93.3E,,,,,,130000000000.0,0.38,1995-07-11 18:38:41,1995,7,18,-28.5,93.3
1995-07-09 18:20:09,0.9S,66.3E,,,,,,25000000000.0,0.08900000000000001,1995-07-09 18:20:09,1995,7,18,-0.9,66.3
1995-07-07 17:33:37,40.2N,76.1W,,,,,,140000000000.0,0.41,1995-07-07 17:33:37,1995,7,17,40.2,-76.1
1995-06-09 09:28:38,,,,,,,,25000000000.0,0.08900000000000001,1995-06-09 09:28:38,1995,6,9,0.0,0.0
1995-04-02 12:32:38,,,,,,,,25000000000.0,0.08900000000000001,1995-04-02 12:32:38,1995,4,12,0.0,0.0
1995-02-16 13:05:47,16.7N,141.7W,,,,,,60000000000.0,0.19,1995-02-16 13:05:47,1995,2,13,16.7,-141.7
1995-01-18 10:17:26,51.5N,115.4E,,,,,,70000000000.0,0.22,1995-01-18 10:17:26,1995,1,10,51.5,115.4
1995-01-10 21:08:41,,,,,,,,25000000000.0,0.08900000000000001,1995-01-10 21:08:41,1995,1,21,0.0,0.0
1995-01-02 20:41:38,,,,,,,,30000000000.0,0.1,1995-01-02 20:41:38,1995,1,20,0.0,0.0
1994-12-18 12:45:40,,,,,,,,50000000000.0,0.16,1994-12-18 12:45:40,1994,12,12,0.0,0.0
1994-12-16 09:41:03,42.2S,27.6E,,,,,,50000000000.0,0.16,1994-12-16 09:41:03,1994,12,9,-42.2,27.6
1994-11-03 20:01:36,6.5N,89.0E,,,,,,2350000000000.0,5.0,1994-11-03 20:01:36,1994,11,20,6.5,89.0
1994-11-01 06:50:46,1.5S,84.5W,,,,,,1000000000000.0,2.3,1994-11-01 06:50:46,1994,11,6,-1.5,-84.5
1994-10-27 04:21:29,,,,,,,,320000000000.0,0.85,1994-10-27 04:21:29,1994,10,4,0.0,0.0
1994-10-20 00:11:21,45.2S,1.9W,,,,,,87000000000.0,0.27,1994-10-20 00:11:21,1994,10,0,-45.2,-1.9
1994-10-08 03:24:22,,,,,,,,66000000000.0,0.21,1994-10-08 03:24:22,1994,10,3,0.0,0.0
1994-09-22 04:22:17,,,,,,,,67000000000.0,0.21,1994-09-22 04:22:17,1994,9,4,0.0,0.0
1994-08-15 23:16:48,,,,,,,,164000000000.0,0.47,1994-08-15 23:16:48,1994,8,23,0.0,0.0
1994-06-15 00:02:26,45.0N,73.5W,,,,,,41000000000.0,0.14,1994-06-15 00:02:26,1994,6,0,45.0,-73.5
1994-06-03 20:48:42,,,,,,,,509000000000.0,1.3,1994-06-03 20:48:42,1994,6,20,0.0,0.0
1994-05-29 09:30:58,52.8N,2.3E,,,,,,384000000000.0,1.0,1994-05-29 09:30:58,1994,5,9,52.8,2.3
1994-02-01 22:38:09,2.7N,164.1E,,,,,,18200000000000.0,30.0,1994-02-01 22:38:09,1994,2,22,2.7,164.1
1993-11-29 17:48:41,26.5N,78.3E,,,,,,26000000000.0,0.092,1993-11-29 17:48:41,1993,11,17,26.5,78.3
1993-10-31 03:39:27,51.3N,100.9W,,,,,,40000000000.0,0.13,1993-10-31 03:39:27,1993,10,3,51.3,-100.9
1991-10-04 09:22:47,78.7N,6.3E,,,,,,550000000000.0,1.4,1991-10-04 09:22:47,1991,10,9,78.7,6.3
1990-10-01 03:51:47,7.5N,142.8E,,,,,,2500000000000.0,5.2,1990-10-01 03:51:47,1990,10,3,7.5,142.8
1988-04-15 03:03:10,4.1S,124.3E,,,,,,7580000000000.0,14.0,1988-04-15 03:03:10,1988,4,3,-4.1,124.3
